x,orb_pct,game_result,ft_rate,ts_pct,drb_pct,trb_pct,tov_pct,pace,date_game,stl_pct,game_season,pts,fg3a_per_fga_pct,game_location,off_rtg,efg_pct,def_rtg,blk_pct,team_id,ast_pct,fta_per_fga_pct
,39.6,L,.223,.550,80.6,57.1,13.2,97.7,2023-11-02,4.1,6,116,.404,@,118.7,.505,127.9,10.4,DET,73.2,.277
,25.6,L,.138,.569,62.2,43.4,14.7,97.4,2023-11-05,7.2,7,106,.264,,108.9,.540,123.3,9.2,DET,58.1,.161
,20.6,L,.250,.611,65.3,47.0,15.2,96.3,2023-11-06,8.3,8,109,.375,,113.2,.556,124.6,3.6,DET,60.5,.263
,26.2,L,.153,.562,89.4,59.6,15.3,108.3,2023-11-08,1.8,9,118,.296,@,109.0,.526,110.8,9.4,DET,58.3,.163
,23.9,L,.209,.554,77.1,51.1,15.1,98.3,2023-11-10,3.1,10,106,.326,,107.8,.512,115.9,9.1,DET,70.0,.256
,35.6,L,.239,.543,75.0,55.1,13.9,95.4,2023-11-12,4.2,11,108,.364,@,113.2,.494,124.7,9.8,DET,68.4,.295
,31.1,L,.178,.599,73.7,50.6,14.5,100.7,2023-11-14,8.9,12,120,.322,,119.1,.578,125.1,11.1,DET,76.6,.256
,36.0,L,.143,.512,82.5,56.7,14.8,94.4,2023-11-17,8.5,13,100,.385,@,105.9,.478,114.4,9.8,DET,51.3,.165
,16.7,L,.313,.574,73.9,46.6,14.7,107.3,2023-11-19,2.8,14,113,.313,@,105.3,.524,132.3,4.5,DET,64.1,.422
,25.6,L,.296,.557,74.4,50.0,16.3,96.8,2023-11-20,7.2,15,103,.259,,106.4,.488,110.5,8.5,DET,58.3,.321
,35.9,L,.222,.562,65.9,51.8,12.2,98.4,2023-11-24,6.1,16,113,.200,@,114.8,.517,138.2,17.2,DET,51.2,.267
,31.0,L,.127,.485,83.8,51.6,13.3,107.8,2023-11-27,6.5,17,107,.373,,99.3,.461,116.9,18.3,DET,67.4,.186
,19.6,L,.124,.519,78.4,44.3,11.9,104.9,2023-11-29,7.6,18,107,.371,,102.0,.490,126.7,5.6,DET,70.0,.144
,21.6,L,.136,.633,73.9,50.6,18.4,98.0,2023-11-30,4.1,19,112,.432,@,114.2,.623,120.4,6.4,DET,51.2,.210
,22.2,L,.181,.542,83.0,53.3,14.7,98.4,2023-12-02,9.1,20,101,.361,,102.7,.518,111.8,5.1,DET,61.5,.277
,17.8,L,.099,.537,79.1,47.7,15.2,101.4,2023-12-06,8.9,21,102,.385,,100.6,.511,114.4,9.2,DET,73.2,.099
,17.0,L,.210,.497,83.3,45.8,14.9,98.8,2023-12-08,3.0,22,91,.370,@,92.1,.457,124.6,3.2,DET,50.0,.296
,15.8,L,.284,.653,68.6,41.1,13.7,103.0,2023-12-11,10.7,23,123,.358,,119.4,.617,127.1,6.6,DET,57.8,.370
,12.2,L,.261,.548,74.4,39.8,9.0,101.8,2023-12-13,5.9,24,111,.375,,109.0,.500,126.7,5.3,DET,61.5,.341
,15.6,L,.222,.505,68.6,43.8,18.7,103.4,2023-12-15,2.9,25,92,.259,@,89.0,.457,119.9,11.5,DET,54.3,.284
,19.6,L,.229,.531,76.5,42.4,6.9,104.8,2023-12-16,9.5,26,114,.292,@,108.8,.479,139.4,8.7,DET,58.1,.271
,29.3,L,.202,.586,68.6,47.4,10.9,102.0,2023-12-18,6.9,27,124,.234,@,121.5,.559,127.4,6.1,DET,47.9,.287
,29.3,L,.186,.588,65.9,48.2,18.2,99.6,2023-12-21,6.0,28,111,.360,,111.5,.552,119.5,14.1,DET,55.8,.221
,16.2,L,.278,.627,81.1,48.6,13.2,100.1,2023-12-23,5.0,29,115,.443,@,114.9,.589,125.9,4.8,DET,66.7,.367
,31.4,L,.256,.538,83.7,55.3,11.9,100.5,2023-12-26,6.0,30,112,.278,,111.4,.494,117.4,6.7,DET,50.0,.356
,37.3,L,.119,.558,77.6,57.0,14.8,97.5,2023-12-28,6.5,31,122,.426,@,113.4,.545,118.9,6.7,DET,56.3,.188
,18.2,W,.427,.648,85.4,55.4,10.8,102.6,2023-12-30,3.9,32,129,.341,,125.7,.573,123.8,6.0,DET,70.7,.488
,23.3,L,.241,.595,81.8,48.7,15.9,102.0,2024-01-01,2.9,33,113,.349,@,110.8,.560,133.4,7.1,DET,67.5,.325
,36.4,L,.162,.645,68.1,52.7,12.9,101.3,2024-01-03,4.5,34,148,.390,@,132.3,.624,137.7,4.2,DET,58.9,.210
,20.8,L,.082,.532,81.1,47.1,9.7,101.5,2024-01-05,7.9,35,109,.449,@,107.4,.515,111.3,20.5,DET,56.8,.102
,28.9,L,.236,.558,80.0,49.3,10.5,98.9,2024-01-07,6.1,36,114,.270,@,115.3,.522,132.5,0.0,DET,66.7,.337
,27.7,L,.188,.584,73.0,47.6,18.2,103.6,2024-01-09,11.6,37,110,.435,,106.2,.553,126.5,3.3,DET,67.5,.247
,20.0,L,.104,.531,77.3,48.3,9.0,99.5,2024-01-10,4.0,38,108,.333,,108.6,.510,130.7,4.5,DET,75.0,.135
,26.2,L,.114,.579,77.8,52.9,13.6,97.2,2024-01-12,6.2,39,110,.398,,113.2,.568,115.2,15.0,DET,72.7,.182
,32.4,W,.189,.644,83.3,61.2,13.8,99.8,2024-01-15,4.0,40,129,.344,@,129.2,.622,117.2,18.5,DET,60.0,.256
,19.5,L,.146,.601,78.0,48.8,11.0,100.6,2024-01-17,4.0,41,117,.348,,116.3,.584,123.2,11.1,DET,65.2,.213
,18.0,L,.277,.625,79.5,44.9,7.7,106.2,2024-01-20,5.6,42,135,.394,,127.1,.580,132.7,3.8,DET,68.2,.340
,13.3,L,.258,.555,78.3,46.2,8.9,104.1,2024-01-22,3.8,43,113,.337,,108.6,.506,117.2,16.4,DET,62.5,.326
,11.4,W,.140,.596,81.3,47.8,10.4,97.8,2024-01-24,4.1,44,113,.442,,115.6,.587,108.4,0.0,DET,60.5,.233
,24.4,L,.247,.537,68.0,47.4,14.9,99.9,2024-01-27,2.0,45,104,.376,,104.1,.488,118.1,12.1,DET,59.5,.318
,31.9,W,.158,.580,77.6,55.2,8.0,95.2,2024-01-28,6.3,46,120,.274,,126.0,.553,109.2,3.1,DET,57.4,.200
,23.3,L,.185,.677,73.7,51.5,17.5,97.0,2024-01-31,8.2,47,121,.383,@,124.8,.654,132.0,5.6,DET,60.0,.235
,31.0,L,.202,.628,78.1,51.4,14.6,100.1,2024-02-02,5.0,48,125,.449,,124.9,.601,135.9,5.0,DET,62.2,.270
,23.1,L,.238,.552,79.4,49.3,14.3,92.2,2024-02-04,6.5,49,99,.388,,107.4,.500,120.4,8.3,DET,61.1,.275
,17.6,W,.262,.710,89.4,59.3,12.2,100.5,2024-02-07,2.0,50,133,.369,@,132.4,.661,119.4,3.9,DET,68.1,.262
,37.2,W,.237,.600,72.5,54.2,13.7,94.4,2024-02-08,2.9,51,128,.290,@,122.9,.570,117.1,11.9,DET,57.8,.333
,28.6,L,.069,.504,100.0,62.0,11.8,102.4,2024-02-10,6.8,52,106,.294,@,103.5,.485,109.4,4.7,DET,60.0,.069
,29.8,L,.120,.481,82.5,51.5,8.0,104.5,2024-02-13,7.7,53,111,.259,@,106.2,.454,119.6,4.1,DET,66.7,.157
,26.2,L,.141,.460,78.0,47.1,14.9,109.2,2024-02-14,12.8,54,100,.374,@,91.6,.434,106.2,10.9,DET,68.4,.222
,14.6,L,.101,.593,83.3,49.4,13.4,106.2,2024-02-22,5.7,55,115,.337,@,108.3,.596,121.5,6.3,DET,57.4,.202
,17.5,L,.106,.601,69.0,43.9,11.7,94.1,2024-02-24,7.4,56,109,.365,,115.9,.588,119.0,11.1,DET,67.4,.153
,25.6,L,.266,.614,68.1,48.8,15.8,96.1,2024-02-26,9.4,57,111,.380,@,115.5,.570,117.6,11.3,DET,65.8,.329
,25.0,W,.227,.617,72.2,54.7,19.0,93.8,2024-02-27,3.2,58,105,.493,@,111.9,.587,101.2,11.6,DET,59.5,.307
,18.0,L,.270,.493,73.3,44.2,8.2,97.6,2024-03-01,10.2,59,100,.404,,102.5,.427,112.7,16.7,DET,72.7,.315
,10.9,L,.198,.480,76.7,36.8,11.2,98.3,2024-03-03,11.2,60,91,.419,@,92.6,.430,115.0,4.1,DET,75.8,.233
,22.7,L,.225,.557,80.0,50.0,10.0,95.3,2024-03-05,5.2,61,110,.472,@,115.4,.506,123.8,5.6,DET,66.7,.247
,35.1,W,.244,.647,90.2,64.1,20.1,99.7,2024-03-07,7.0,62,118,.366,,118.3,.598,112.3,9.3,DET,55.8,.256
,38.5,L,.212,.564,90.0,60.9,15.4,110.6,2024-03-09,7.2,63,124,.374,,112.1,.520,128.4,7.4,DET,60.0,.253
,22.5,W,.256,.590,82.4,56.0,11.1,98.4,2024-03-11,8.1,64,114,.488,,115.9,.535,98.6,10.4,DET,63.4,.279
,24.4,W,.273,.556,94.0,61.1,17.8,108.9,2024-03-13,6.4,65,113,.341,,103.7,.506,95.5,12.3,DET,69.2,.352
,20.5,L,.155,.524,81.3,52.2,16.6,97.6,2024-03-15,5.1,66,95,.452,,97.3,.488,110.6,3.5,DET,75.0,.179
,16.3,L,.133,.566,77.1,48.4,11.9,93.1,2024-03-17,4.3,67,101,.434,,108.5,.542,111.7,13.0,DET,63.2,.169
,17.4,L,.155,.519,70.0,44.8,12.5,94.3,2024-03-18,6.4,68,94,.345,@,99.7,.482,126.2,6.5,DET,58.3,.179
,25.5,L,.267,.499,87.2,53.5,12.7,102.8,2024-03-20,7.8,69,103,.256,,100.2,.439,118.7,1.7,DET,62.2,.333
,22.9,L,.108,.575,81.0,54.5,17.6,97.7,2024-03-22,4.1,70,102,.373,,104.4,.560,132.0,2.3,DET,59.5,.157
,22.2,L,.329,.543,85.7,52.9,15.4,97.5,2024-03-24,4.1,71,101,.519,,103.6,.475,117.0,10.6,DET,62.5,.405
,14.9,L,.239,.507,71.4,41.6,10.9,99.3,2024-03-25,8.1,72,99,.386,@,99.7,.443,124.9,11.6,DET,64.7,.250
,24.4,L,.247,.495,77.5,50.6,11.5,90.4,2024-03-27,10.0,73,91,.395,@,100.7,.438,117.3,2.2,DET,48.4,.309
,17.4,W,.180,.491,81.3,50.0,11.7,100.0,2024-03-29,9.0,74,96,.270,@,96.0,.449,87.0,9.1,DET,51.4,.225
,23.7,L,.215,.609,68.1,48.2,13.6,93.9,2024-04-01,7.5,75,108,.354,,115.1,.576,117.2,15.5,DET,55.0,.278
,16.0,L,.181,.547,82.9,43.5,8.8,104.1,2024-04-03,13.5,76,113,.319,@,108.6,.511,116.3,5.8,DET,55.8,.223
,22.7,L,.228,.502,65.1,43.7,16.7,97.3,2024-04-05,13.4,77,90,.380,@,92.5,.456,111.0,6.8,DET,68.8,.304
,11.9,L,.022,.549,67.6,36.8,9.6,94.7,2024-04-06,9.5,78,103,.424,@,108.8,.549,119.4,4.3,DET,59.5,.043
,20.5,L,.238,.539,68.6,46.3,14.5,98.4,2024-04-09,3.0,79,102,.357,@,103.7,.488,122.0,8.2,DET,58.8,.286
,18.4,L,.195,.603,73.8,47.5,18.7,98.5,2024-04-11,4.1,80,105,.455,,106.7,.584,129.0,3.3,DET,71.1,.299
,13.0,W,.074,.541,79.1,44.9,6.6,98.0,2024-04-12,11.2,81,107,.326,@,109.2,.526,90.8,13.0,DET,50.0,.095
,20.8,L,.163,.471,70.7,42.6,12.2,99.5,2024-04-14,7.0,82,95,.359,@,95.5,.435,123.6,5.3,DET,47.2,.217
,22.7,W,.103,.637,78.8,53.1,9.7,110.6,2023-10-25,9.0,1,143,.402,,129.3,.617,108.5,11.1,IND,67.9,.112
,25.0,W,.143,.593,67.3,48.5,7.0,97.7,2023-10-28,3.1,2,125,.388,@,127.9,.566,115.7,5.9,IND,75.0,.173
,24.4,L,.239,.530,78.3,51.6,14.7,101.4,2023-10-30,6.9,3,105,.523,,103.5,.477,110.4,7.1,IND,72.2,.284
,14.8,L,.069,.489,67.6,35.2,7.8,105.5,2023-11-01,5.7,4,104,.366,@,98.5,.480,146.9,10.0,IND,56.5,.119
,18.9,W,.186,.627,86.8,53.3,16.4,103.8,2023-11-03,6.7,5,121,.360,,116.5,.610,111.7,8.9,IND,62.2,.279
,27.5,L,.129,.620,67.6,46.8,13.0,98.1,2023-11-04,7.1,6,124,.484,,126.4,.602,127.4,7.4,IND,68.9,.172
,27.3,W,.232,.723,76.9,57.6,12.5,105.6,2023-11-06,6.6,7,152,.400,,143.9,.684,105.1,5.9,IND,69.1,.242
,31.1,W,.168,.610,66.7,49.5,9.9,105.8,2023-11-08,13.2,8,134,.406,,126.6,.579,111.5,10.1,IND,50.0,.198
,20.0,W,.196,.625,86.1,49.4,11.4,104.0,2023-11-09,5.8,9,126,.522,,121.1,.587,119.2,10.0,IND,61.4,.217
,20.5,L,.178,.641,51.1,37.2,9.2,98.0,2023-11-12,8.2,10,126,.433,@,128.6,.611,139.8,12.5,IND,66.0,.211
,23.3,W,.247,.614,86.1,51.9,9.3,107.8,2023-11-14,6.5,11,132,.398,@,122.4,.586,116.9,7.8,IND,66.7,.355
,24.4,L,.253,.534,78.4,48.8,12.8,109.1,2023-11-19,9.2,12,116,.326,,106.3,.484,117.3,10.4,IND,57.1,.326
,20.6,W,.223,.738,64.7,42.6,11.6,108.9,2023-11-21,6.4,13,157,.479,@,144.1,.723,139.5,17.2,IND,61.4,.298
,13.2,L,.143,.668,66.7,40.3,13.3,106.3,2023-11-22,9.4,14,131,.429,,123.2,.648,124.1,9.5,IND,66.0,.176
,34.1,W,.216,.604,64.1,48.2,7.4,98.4,2023-11-24,7.1,15,136,.373,,138.2,.559,114.8,11.1,IND,49.0,.235
,25.6,L,.205,.558,78.0,52.5,16.9,103.9,2023-11-27,9.6,16,110,.375,,105.9,.523,109.7,9.0,IND,61.9,.273
,20.8,L,.214,.589,70.6,41.5,8.2,108.1,2023-11-30,10.2,17,132,.439,@,122.1,.566,131.4,7.7,IND,60.0,.327
,12.0,W,.188,.768,82.9,53.3,9.6,101.2,2023-12-02,4.0,18,144,.376,@,142.3,.753,127.5,12.5,IND,62.5,.235
,14.0,W,.181,.591,72.3,42.3,5.5,102.7,2023-12-04,7.8,19,122,.426,,118.8,.559,109.0,7.1,IND,65.1,.223
,30.6,W,.206,.566,75.0,52.6,8.1,105.0,2023-12-07,8.6,20,128,.324,@,121.9,.525,113.3,12.7,IND,60.0,.245
,31.4,W,.152,.653,84.2,58.9,15.2,103.0,2023-12-11,7.8,21,131,.337,@,127.1,.636,119.4,9.6,IND,63.5,.207
,34.0,L,.250,.552,70.7,51.1,13.6,111.1,2023-12-13,6.3,22,126,.360,@,113.4,.505,126.1,9.7,IND,66.7,.320
,25.0,L,.112,.539,77.8,46.6,11.6,112.3,2023-12-15,6.2,23,123,.374,@,109.6,.519,122.0,12.3,IND,72.9,.150
,31.7,L,.144,.562,77.1,52.6,13.4,97.1,2023-12-16,10.3,24,109,.233,@,112.2,.533,130.8,10.7,IND,55.6,.178
,25.6,L,.179,.609,62.2,42.5,9.5,101.5,2023-12-18,5.9,25,127,.347,,125.1,.579,148.8,11.7,IND,77.6,.221
,27.6,W,.350,.773,65.2,50.7,12.2,95.9,2023-12-20,6.3,26,144,.488,,150.1,.725,117.8,12.5,IND,75.5,.375
,26.7,L,.100,.543,77.1,48.8,15.2,99.5,2023-12-21,12.1,27,103,.578,@,103.6,.522,116.6,18.4,IND,73.7,.122
,19.4,L,.110,.627,72.2,45.8,14.6,94.2,2023-12-23,7.4,28,110,.415,,116.8,.616,124.2,10.9,IND,62.8,.159
,25.6,W,.220,.674,70.0,50.6,18.0,100.2,2023-12-26,5.0,29,123,.524,@,122.7,.640,116.7,9.6,IND,65.1,.256
,15.0,W,.176,.634,75.9,50.0,12.9,100.1,2023-12-28,6.0,30,120,.494,@,119.9,.618,103.9,12.9,IND,69.8,.259
,20.6,W,.200,.743,64.3,44.7,14.5,101.2,2023-12-30,5.9,31,140,.506,,138.4,.724,124.5,12.1,IND,80.0,.247
,26.9,W,.320,.536,82.6,53.1,5.8,104.2,2024-01-01,6.7,32,122,.361,@,117.1,.469,108.5,9.4,IND,53.5,.392
,17.9,W,.311,.676,78.7,51.2,9.5,107.1,2024-01-03,6.5,33,142,.389,,132.6,.633,121.4,9.1,IND,68.0,.378
,24.2,W,.117,.752,68.9,50.0,13.8,103.9,2024-01-05,11.6,34,150,.415,,144.4,.739,111.7,5.9,IND,83.3,.138
,18.9,L,.185,.497,68.3,40.4,8.1,99.8,2024-01-06,12.0,35,101,.457,,101.2,.457,118.3,4.1,IND,60.5,.239
,23.7,W,.198,.661,69.8,48.1,11.4,102.3,2024-01-08,5.9,36,133,.440,,130.0,.632,128.1,12.7,IND,60.4,.242
,29.8,W,.239,.546,75.5,54.0,12.0,100.1,2024-01-10,7.0,37,112,.272,,111.9,.489,103.9,10.5,IND,75.6,.261
,38.5,W,.114,.748,74.5,61.6,24.3,100.0,2024-01-12,12.0,38,126,.228,@,126.1,.741,108.0,15.3,IND,77.4,.152
,28.0,L,.163,.536,85.2,48.1,11.3,98.7,2024-01-14,11.1,39,109,.315,@,110.5,.511,118.6,2.0,IND,65.1,.239
,33.3,L,.211,.495,71.4,48.3,11.7,98.8,2024-01-15,9.1,40,105,.326,@,106.2,.447,133.6,7.1,IND,71.1,.263
,11.8,W,.169,.647,78.9,47.2,11.0,101.6,2024-01-18,4.9,41,126,.371,@,124.1,.624,119.1,12.5,IND,67.3,.213
,13.6,L,.187,.564,77.5,44.0,12.1,103.2,2024-01-19,2.9,42,115,.516,@,111.5,.538,114.4,8.3,IND,87.2,.275
,26.9,L,.149,.528,81.3,47.6,9.6,99.1,2024-01-21,9.1,43,110,.330,@,111.0,.511,118.1,7.0,IND,68.3,.245
,18.4,L,.207,.566,73.8,47.5,9.4,95.6,2024-01-23,4.2,44,109,.241,,114.0,.523,119.2,1.8,IND,55.8,.241
,32.4,W,.172,.655,87.8,64.0,17.0,109.4,2024-01-25,5.5,45,134,.301,,122.5,.634,111.5,13.8,IND,66.0,.226
,40.4,W,.083,.575,79.4,55.8,10.1,106.9,2024-01-26,7.5,46,133,.239,,124.4,.569,122.5,5.1,IND,58.6,.138
,25.6,W,.167,.598,71.7,49.4,9.3,94.0,2024-01-28,8.5,47,116,.389,,123.5,.561,117.1,11.5,IND,70.5,.178
,36.5,L,.111,.541,81.6,55.6,6.5,99.6,2024-01-30,4.0,48,124,.361,@,124.5,.519,129.5,3.9,IND,66.0,.139
,20.0,L,.086,.532,59.3,42.3,11.6,98.2,2024-02-01,9.2,49,105,.355,@,107.0,.522,111.1,13.8,IND,50.0,.140
,21.6,L,.235,.638,77.5,50.6,18.7,108.2,2024-02-02,12.0,50,122,.341,,112.8,.600,122.9,5.4,IND,50.0,.282
,25.6,W,.152,.575,77.6,53.3,9.9,96.8,2024-02-04,5.2,51,115,.359,@,118.8,.549,102.3,6.8,IND,75.6,.196
,15.2,W,.105,.716,50.0,34.2,11.5,97.2,2024-02-06,7.2,52,132,.372,,135.8,.715,132.7,9.7,IND,64.8,.163
,15.2,L,.235,.587,69.7,38.0,13.1,100.4,2024-02-08,11.0,53,109,.383,,108.5,.556,130.4,9.8,IND,79.5,.333
,18.2,W,.134,.692,87.5,56.2,15.0,97.8,2024-02-10,4.1,54,125,.354,@,127.8,.695,113.4,5.8,IND,60.0,.232
,4.7,L,.120,.566,85.7,41.0,10.9,100.0,2024-02-12,9.0,55,102,.361,@,102.0,.554,111.0,6.3,IND,73.8,.193
,18.0,W,.165,.593,66.7,41.1,6.9,105.4,2024-02-14,8.5,56,127,.423,@,120.5,.572,118.6,12.5,IND,68.1,.237
,16.7,W,.170,.630,85.4,50.6,12.0,106.2,2024-02-22,9.4,57,129,.319,,121.5,.601,108.3,8.5,IND,72.0,.202
,16.7,W,.161,.662,83.3,54.8,13.0,105.3,2024-02-25,11.4,58,133,.387,,126.3,.634,105.4,0.0,IND,73.1,.183
,28.3,L,.170,.554,71.4,48.9,8.3,102.3,2024-02-26,7.8,59,122,.420,,119.3,.525,127.1,7.4,IND,58.7,.230
,29.8,W,.088,.580,83.7,55.6,8.6,99.9,2024-02-28,5.0,60,123,.373,,123.1,.559,114.1,14.8,IND,68.0,.088
,32.1,L,.126,.496,71.1,48.4,13.5,100.5,2024-03-01,9.0,61,102,.337,@,101.5,.474,128.4,14.8,IND,62.5,.189
,28.6,L,.183,.513,73.7,48.3,10.5,97.6,2024-03-03,9.2,62,105,.323,@,107.6,.473,119.9,6.7,IND,48.8,.226
,22.0,W,.204,.661,79.1,51.2,8.0,100.6,2024-03-05,3.0,63,137,.419,@,136.2,.634,119.3,3.7,IND,68.0,.258
,16.7,L,.207,.602,71.1,44.8,14.0,99.8,2024-03-07,5.0,64,111,.317,,111.2,.573,113.2,13.7,IND,61.9,.280
,13.2,W,.346,.600,75.9,50.0,12.3,98.5,2024-03-10,5.1,65,111,.295,@,112.7,.538,98.5,19.2,IND,52.6,.423
,9.8,W,.180,.621,75.0,46.2,8.5,102.2,2024-03-12,7.8,66,121,.315,@,118.4,.590,108.6,16.1,IND,70.8,.213
,18.0,L,.232,.579,84.4,49.5,7.5,98.9,2024-03-13,3.7,67,129,.455,,118.1,.535,120.8,9.4,IND,65.2,.283
,34.0,W,.143,.540,73.3,52.6,10.4,101.1,2024-03-16,12.9,68,121,.286,,119.7,.505,98.9,7.7,IND,42.0,.152
,31.8,L,.110,.525,77.5,53.6,10.1,93.4,2024-03-18,8.6,69,103,.418,,110.3,.511,115.6,6.3,IND,66.7,.176
,12.8,W,.125,.636,74.5,46.5,11.9,102.8,2024-03-20,12.7,70,122,.330,@,118.7,.631,100.2,9.0,IND,76.0,.205
,23.1,W,.121,.580,61.3,43.9,9.4,102.1,2024-03-22,7.8,71,123,.364,@,120.5,.561,108.8,17.2,IND,66.7,.162
,23.3,L,.084,.636,78.9,49.4,8.8,109.9,2024-03-24,5.5,72,145,.336,@,131.9,.636,136.4,6.3,IND,66.1,.150
,21.9,W,.186,.695,71.1,48.6,7.7,93.0,2024-03-25,7.5,73,133,.326,@,142.9,.680,124.7,4.6,IND,56.0,.256
,22.6,L,.212,.520,68.3,42.6,12.0,95.7,2024-03-27,3.1,74,99,.494,@,103.4,.476,130.6,5.6,IND,73.5,.271
,13.6,W,.146,.573,80.0,48.9,9.5,98.1,2024-03-29,8.2,75,109,.348,,111.1,.539,91.8,10.7,IND,62.8,.157
,31.1,W,.136,.602,73.3,52.2,8.3,101.6,2024-04-01,5.9,76,133,.301,,130.9,.578,109.2,14.8,IND,66.0,.165
,35.2,L,.087,.515,63.4,47.4,7.7,94.1,2024-04-03,8.5,77,111,.369,@,118.0,.495,122.3,16.4,IND,58.7,.107
,21.1,W,.216,.648,77.5,50.0,12.6,100.5,2024-04-05,8.0,78,126,.398,,125.4,.608,111.5,8.9,IND,65.2,.239
,11.4,W,.233,.614,80.5,48.7,6.8,95.3,2024-04-07,4.2,79,117,.372,,122.7,.564,120.6,10.5,IND,61.4,.244
,38.5,W,.162,.641,64.4,52.4,11.4,104.0,2024-04-09,8.7,80,140,.455,@,134.6,.626,118.3,11.0,IND,61.1,.232
,18.9,L,.213,.608,74.4,48.8,12.4,103.0,2024-04-12,6.8,81,120,.360,@,116.5,.567,125.3,3.2,IND,80.4,.247
,34.3,W,.080,.752,80.0,60.0,13.3,106.6,2024-04-14,9.4,82,157,.360,,147.2,.745,107.8,11.3,IND,63.1,.100
,18.6,W,.309,.609,89.7,52.4,12.6,101.7,2023-10-26,8.9,1,118,.370,,116.1,.574,115.1,8.9,MIL,48.8,.444
,26.7,L,.186,.580,67.5,45.9,19.5,103.2,2023-10-29,9.7,2,110,.512,,106.6,.547,123.1,5.4,MIL,56.4,.233
,21.4,W,.253,.609,82.9,51.8,13.0,102.5,2023-10-30,7.8,3,122,.425,,119.1,.575,111.3,9.6,MIL,54.5,.345
,16.7,L,.368,.599,59.5,36.7,11.5,96.6,2023-11-01,9.3,4,111,.447,@,114.9,.546,134.6,3.8,MIL,54.3,.500
,14.9,W,.244,.583,68.0,42.3,12.9,98.4,2023-11-03,6.1,5,110,.476,,111.8,.549,106.7,19.3,MIL,68.6,.341
,25.5,W,.219,.605,76.6,51.1,8.6,101.6,2023-11-06,5.9,6,129,.500,@,127.0,.563,123.1,3.6,MIL,56.5,.250
,10.6,W,.300,.576,73.8,40.4,8.8,108.3,2023-11-08,7.4,7,120,.411,,110.8,.517,109.0,10.1,MIL,46.3,.356
,13.9,L,.264,.630,80.0,50.6,12.5,104.0,2023-11-09,5.8,8,124,.310,@,119.2,.580,121.1,11.4,MIL,50.0,.299
,15.2,L,.156,.551,67.4,45.6,17.8,98.5,2023-11-11,9.1,9,97,.377,@,98.5,.552,113.7,10.3,MIL,65.8,.325
,31.0,W,.213,.585,69.0,53.0,14.4,98.5,2023-11-13,3.0,10,118,.528,,119.8,.556,110.6,8.6,MIL,54.8,.303
,23.7,W,.235,.679,55.2,42.7,12.1,95.3,2023-11-15,8.4,11,128,.459,@,134.3,.635,117.5,14.3,MIL,56.8,.247
,10.5,W,.112,.686,83.3,53.3,12.1,102.4,2023-11-17,3.9,12,130,.506,@,126.9,.674,96.6,10.8,MIL,65.3,.146
,11.6,W,.181,.642,76.6,45.6,6.4,104.7,2023-11-18,7.6,13,132,.479,,126.1,.612,119.4,5.4,MIL,59.2,.213
,43.2,W,.223,.668,88.6,67.9,12.4,102.1,2023-11-20,2.9,14,142,.309,@,139.1,.644,126.3,8.6,MIL,60.0,.298
,25.0,L,.129,.535,89.5,52.2,7.7,101.6,2023-11-22,8.9,15,116,.337,@,114.2,.510,117.2,4.8,MIL,51.1,.168
,22.7,W,.283,.615,76.9,52.1,7.8,104.0,2023-11-24,5.8,16,131,.337,,125.9,.571,123.0,9.5,MIL,58.3,.359
,38.3,W,.270,.524,75.6,56.5,14.2,100.8,2023-11-26,12.9,17,108,.472,,107.2,.472,101.2,18.6,MIL,54.3,.360
,22.9,W,.273,.656,82.2,56.3,8.3,98.7,2023-11-28,3.0,18,131,.398,@,132.7,.608,125.6,6.3,MIL,55.3,.307
,19.6,L,.092,.545,70.8,45.7,16.8,101.5,2023-11-30,10.7,19,113,.490,@,100.8,.531,107.1,9.8,MIL,63.6,.133
,24.2,W,.135,.690,70.6,52.4,14.3,102.2,2023-12-02,4.9,20,132,.371,,129.1,.674,118.4,9.5,MIL,62.3,.169
,33.3,W,.143,.735,67.6,50.7,10.8,99.8,2023-12-05,12.0,21,146,.418,,146.2,.731,122.2,9.4,MIL,58.2,.209
,25.0,L,.219,.549,69.4,47.4,10.0,105.0,2023-12-07,2.9,22,119,.344,,113.3,.510,121.9,13.0,MIL,44.2,.292
,15.4,W,.349,.650,70.0,48.5,9.7,96.6,2023-12-11,4.7,23,133,.430,,124.7,.599,120.9,5.0,MIL,77.3,.430
,29.3,W,.416,.636,66.0,48.9,12.7,111.1,2023-12-13,7.2,24,140,.303,,126.1,.579,113.4,12.5,MIL,56.3,.539
,23.5,W,.307,.715,80.4,57.6,12.8,104.8,2023-12-16,4.8,25,146,.477,,139.4,.676,108.8,11.8,MIL,48.0,.364
,39.0,W,.278,.615,83.3,59.7,14.0,98.6,2023-12-17,4.1,26,128,.400,,129.8,.572,120.6,1.7,MIL,55.6,.356
,20.0,W,.132,.579,81.8,47.5,5.8,109.4,2023-12-19,10.1,27,132,.462,,120.6,.557,108.7,10.6,MIL,68.0,.170
,23.8,W,.344,.560,75.9,53.1,11.0,102.5,2023-12-21,2.9,28,118,.411,,115.1,.483,111.2,9.1,MIL,68.4,.389
,28.6,W,.198,.643,78.8,56.4,12.2,100.8,2023-12-23,4.0,29,130,.352,@,128.9,.615,110.1,3.1,MIL,52.1,.253
